dataset,selector,model,accuracy,balanced_accuracy,f1,auroc,dpd,dpr,equal_opportunity_difference,equalized_odds_difference,mean_selected_mi_sensitive,joint_subset_mi_sensitive,sensitive_attacker_balanced_accuracy,k,lambda_values,selector_runtime_seconds,n_selected_features,selected_features,utility_norm,fairness_norm,tradeoff_score,pareto_optimal,pareto_utility_col,pareto_fairness_col
ACSIncome,CMIM_k8,logistic_regression,0.7646666666666667,0.7661963434022258,0.7286702536510377,0.849185582641465,0.0268373623178521,0.9430743577639372,0.0353819408937519,0.0406123815514477,0.0125395886102254,0.6608572809917105,0.5941012723203469,8,0.0|0.5|1.0|2.0,3.0379228591918945,8,education|hours-per-week|relationship|occupation|age|marital-status|birthplace|class-worker,1.0,1.0,1.0,True,accuracy,equalized_odds_difference
ACSIncome,CMIM_k8,random_forest,0.8046666666666666,0.7933779367602897,0.7535744322960471,0.8785872269328151,0.0576645230997306,0.8595920044050938,0.0619013532399359,0.0619013532399359,0.0125395886102254,0.6608572809917105,0.5941012723203469,8,0.0|0.5|1.0|2.0,3.0379228591918945,8,education|hours-per-week|relationship|occupation|age|marital-status|birthplace|class-worker,0.9333333333333297,0.040983606557373875,0.4871584699453518,True,accuracy,equalized_odds_difference
ACSIncome,CMIM_k8,gradient_boosting,0.7926666666666666,0.7832428016251545,0.7423363711681856,0.880913082199847,0.0687670392034043,0.8392179736806769,0.0340866482598766,0.0340866482598766,0.0125395886102254,0.6608572809917105,0.5941012723203469,8,0.0|0.5|1.0|2.0,3.0379228591918945,8,education|hours-per-week|relationship|occupation|age|marital-status|birthplace|class-worker,0.0,0.0,0.0,False,accuracy,equalized_odds_difference
ACSIncome,mRMR_k8,logistic_regression,0.7646666666666667,0.7661963434022258,0.7286702536510377,0.849185582641465,0.0268373623178521,0.9430743577639372,0.0353819408937519,0.0406123815514477,0.0125395886102254,0.6608572809917104,0.5941012723203469,8,0.0|0.5|1.0|2.0,1.1907947063446045,8,education|hours-per-week|relationship|occupation|age|class-worker|birthplace|marital-status,1.0,1.0,1.0,True,accuracy,equalized_odds_difference
ACSIncome,mRMR_k8,random_forest,0.8053333333333333,0.7944488606253313,0.7550335570469798,0.8767057498675146,0.055925380179514,0.8642283543134511,0.0636056856529296,0.0636056856529296,0.0125395886102254,0.6608572809917104,0.5941012723203469,8,0.0|0.5|1.0|2.0,1.1907947063446045,8,education|hours-per-week|relationship|occupation|age|class-worker|birthplace|marital-status,1.0,0.0,0.5,True,accuracy,equalized_odds_difference
ACSIncome,mRMR_k8,gradient_boosting,0.7926666666666666,0.7832428016251545,0.7423363711681856,0.880913082199847,0.0687670392034043,0.8392179736806769,0.0340866482598766,0.0340866482598766,0.0125395886102254,0.6608572809917104,0.5941012723203469,8,0.0|0.5|1.0|2.0,1.1907947063446045,8,education|hours-per-week|relationship|occupation|age|class-worker|birthplace|marital-status,0.0,0.0,0.0,False,accuracy,equalized_odds_difference
ACSIncome,ProxyRank_k8_lambda0.0,logistic_regression,0.7646666666666667,0.7661963434022258,0.7286702536510377,0.849185582641465,0.0268373623178521,0.9430743577639372,0.0353819408937519,0.0406123815514477,0.0125395886102254,0.6608572809917106,0.5941012723203469,8,0.0|0.5|1.0|2.0,0.2603132724761963,8,education|occupation|hours-per-week|relationship|age|marital-status|birthplace|class-worker,1.0,1.0,1.0,True,accuracy,equalized_odds_difference
ACSIncome,ProxyRank_k8_lambda0.0,random_forest,0.8026666666666666,0.7911808867691221,0.7508417508417509,0.8801347303185539,0.0672181430835416,0.8377697015901618,0.0393359920918976,0.0393359920918976,0.0125395886102254,0.6608572809917106,0.5941012723203469,8,0.0|0.5|1.0|2.0,0.2603132724761963,8,education|occupation|hours-per-week|relationship|age|marital-status|birthplace|class-worker,0.7333333333333296,0.5836065573770465,0.6584699453551881,False,accuracy,equalized_odds_difference
ACSIncome,ProxyRank_k8_lambda0.0,gradient_boosting,0.7926666666666666,0.7832428016251545,0.7423363711681856,0.8809462035564977,0.0687670392034043,0.8392179736806769,0.0340866482598766,0.0340866482598766,0.0125395886102254,0.6608572809917106,0.5941012723203469,8,0.0|0.5|1.0|2.0,0.2603132724761963,8,education|occupation|hours-per-week|relationship|age|marital-status|birthplace|class-worker,0.0,0.0,0.0,False,accuracy,equalized_odds_difference
ACSIncome,FairmRMR_k8_lambda0.0,logistic_regression,0.7646666666666667,0.7661963434022258,0.7286702536510377,0.849185582641465,0.0268373623178521,0.9430743577639372,0.0353819408937519,0.0406123815514477,0.0125395886102254,0.6608572809917104,0.5941012723203469,8,0.0|0.5|1.0|2.0,1.3064284324645996,8,education|hours-per-week|relationship|occupation|age|class-worker|birthplace|marital-status,1.0,1.0,1.0,True,accuracy,equalized_odds_difference
